ano,uf,sq_candidato,nome,documento,fonte_analise,confianca,status_etapa2,classificacao,registros_criminais_explicitos
2026,AC,10002534787,LUELI FIESCA FERREIRA,AC/2026AC10002534787_10017002329.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534787,LUELI FIESCA FERREIRA,AC/2026AC10002534787_10017129712.1 JF 2º GRAU CERT FINS ELEITORAIS (15).pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534788,FRANCISCO DE PAIVA MELO JUNIOR,AC/2026AC10002534788_10016998027.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534788,FRANCISCO DE PAIVA MELO JUNIOR,AC/2026AC10002534788_10017127468.1 JF 2º CERT FINS ELEITORAIS.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534790,PAULO JEAN DA SILVA XIMENES,AC/2026AC10002534790_10016888205.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002534790,PAULO JEAN DA SILVA XIMENES,AC/2026AC10002534790_10017130865.1 JF 2º GRAU CERT FINS ELEITORAIS (4).pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534791,JEFRSON DA SILVA MENDONCA,AC/2026AC10002534791_10016926298.1 JF 2º GRAU CERT FINS ELEITORAIS (9).pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534791,JEFRSON DA SILVA MENDONCA,AC/2026AC10002534791_10017130862.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534792,DANIEL DORZILA DE OLIVEIRA,AC/2026AC10002534792_10016927548.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534792,DANIEL DORZILA DE OLIVEIRA,AC/2026AC10002534792_10017129714.1 JF 2º GRAU CERT FINS ELEITORAIS (13).pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002534793,BRUNA FERNANDES DIAS,AC/2026AC10002534793_10016917477.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534793,BRUNA FERNANDES DIAS,AC/2026AC10002534793_10017129715.1 JF 2º GRAU CERT FINS ELEITORAIS (16).pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002534794,MARILETE VITORINO DE SIQUEIRA,AC/2026AC10002534794_10016897000.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002534794,MARILETE VITORINO DE SIQUEIRA,AC/2026AC10002534794_10017127466.1 JF 2º GRAU CERT FINS ELEITORAIS.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002536298,DAIANE FONTINELE COELHO,AC/2026AC10002536298_10016908882. CERTIDÃO 2º GRAU ESTADUAL - DAIANE FONTINELE COELHO.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002536299,NAUAN DA COSTA ARAGÃO FREIRES,AC/2026AC10002536299_10016912491. CERTIDÃO 2º GRAU ESTADUAL - NAUAN DA COSTA ARAGAO FREIRES.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002536300,CLAUDEMIR VICENTE FERREIRA JUNIOR PARFAN,AC/2026AC10002536300_10016927547. CERTIDÃO 2º GRAU ESTADUAL - CLAUDEMIR VICENTE.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002536301,ROSA MARIA DE LIMA,AC/2026AC10002536301_10016908283.  CERTIDÃO 2º GRAU ESTADUAL - ROSA MARIA DE LIMA.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002536323,LICURGO TADEU DE SOUZA HASSEM,AC/2026AC10002536323_10017071521.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002536323,LICURGO TADEU DE SOUZA HASSEM,AC/2026AC10002536323_10017073544.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002536331,GENE GLENN DINIZ ANDRADE,AC/2026AC10002536331_10017098276.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002536331,GENE GLENN DINIZ ANDRADE,AC/2026AC10002536331_10017107320.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002538356,VIRGÍLIO OLIVEIRA MACEDO NEVES VIANA,AC/2026AC10002538356_10017082454.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544015,SEBASTIAO BOCALOM RODRIGUES,AC/2026AC10002544015_10017091539.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544015,SEBASTIAO BOCALOM RODRIGUES,AC/2026AC10002544015_10017113037.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544016,ADONIS FRANCISCO DE ALMEIDA SOUZA,AC/2026AC10002544016_10017113038.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544016,ADONIS FRANCISCO DE ALMEIDA SOUZA,AC/2026AC10002544016_10017127473.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544018,PATRÍCIA PARENTE DE CARVALHO PASCOAL,AC/2026AC10002544018_10017110257.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544019,FRANCISCO BRIGIDO DA COSTA,AC/2026AC10002544019_10017136724.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,inconclusive,0
2026,AC,10002544019,FRANCISCO BRIGIDO DA COSTA,AC/2026AC10002544019_10017136947.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544021,FRANCISCO SIDENELIO DE SOUZA PEDROSA,AC/2026AC10002544021_10017130828.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544022,GEORGIA CRISTINA HERNANDEZ MICHELETTI,AC/2026AC10002544022_10017129058.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544022,GEORGIA CRISTINA HERNANDEZ MICHELETTI,AC/2026AC10002544022_10017129059.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544023,VALTEMIR EVANGELISTA DE SOUZA,AC/2026AC10002544023_10017129761.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544023,VALTEMIR EVANGELISTA DE SOUZA,AC/2026AC10002544023_10017129762.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017130133.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017130134.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017130135.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017130136.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017133279.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002544025,JOSE AGAMEDES OLIVEIRA DE SOUZA,AC/2026AC10002544025_10017136728.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,unreadable,0
2026,AC,10002544026,JOSE CAVALCANTE DAMASCENO JUNIOR,AC/2026AC10002544026_10017129763.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544028,SARA GALVÃO DIAS,AC/2026AC10002544028_10017101542.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544028,SARA GALVÃO DIAS,AC/2026AC10002544028_10017127460.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544029,CARLOS LEANDRO DA COSTA SOUSA,AC/2026AC10002544029_10017122843.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544029,CARLOS LEANDRO DA COSTA SOUSA,AC/2026AC10002544029_10017130827.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544030,MARIA ODETE OLIVEIRA DA CONCEICAO,AC/2026AC10002544030_10017129332.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002544030,MARIA ODETE OLIVEIRA DA CONCEICAO,AC/2026AC10002544030_10017129333.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544030,MARIA ODETE OLIVEIRA DA CONCEICAO,AC/2026AC10002544030_10017129334.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002544032,ANTONIO SILVA LIMA,AC/2026AC10002544032_10017101543.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544034,ANTONIO JOSE DO NASCIMENTO,AC/2026AC10002544034_10017113039.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544035,EMERSON LEÃO PEREIRA DA SILVA,AC/2026AC10002544035_10017104584.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544036,ANTONIO TORRES AMARAL,AC/2026AC10002544036_10017124595.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544036,ANTONIO TORRES AMARAL,AC/2026AC10002544036_10017130823.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544037,RAIMUNDO NONATO SOUZA DOS SANTOS,AC/2026AC10002544037_10017104585.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544038,ANTONIO MARAZONA DE SOUZA NASCIMENTO,AC/2026AC10002544038_10017130625.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544038,ANTONIO MARAZONA DE SOUZA NASCIMENTO,AC/2026AC10002544038_10017136725.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544039,EDIGLEY DE SOUZA ROSENDO,AC/2026AC10002544039_10017130824.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544039,EDIGLEY DE SOUZA ROSENDO,AC/2026AC10002544039_10017130825.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544039,EDIGLEY DE SOUZA ROSENDO,AC/2026AC10002544039_10017130826.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544040,CRISTIANE DE SOUZA DA ROCHA,AC/2026AC10002544040_10017130021.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544109,JANAINA SILVA DE ALMEIDA QUEIROZ,AC/2026AC10002544109_10017106670.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544109,JANAINA SILVA DE ALMEIDA QUEIROZ,AC/2026AC10002544109_10017106671.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544110,INACIO ALVES MOREIRA NETTO,AC/2026AC10002544110_10017106668.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544110,INACIO ALVES MOREIRA NETTO,AC/2026AC10002544110_10017106669.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544111,SOLEANE DE SOUZA BRASIL MANCHINERI,AC/2026AC10002544111_10017106666.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544111,SOLEANE DE SOUZA BRASIL MANCHINERI,AC/2026AC10002544111_10017106667.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544277,JOÃO MARCOS DE SOUZA DA LUZ,AC/2026AC10002544277_10017127463.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544277,JOÃO MARCOS DE SOUZA DA LUZ,AC/2026AC10002544277_10017127464.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002544277,JOÃO MARCOS DE SOUZA DA LUZ,AC/2026AC10002544277_10017127465.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002544278,FRANCISCO LEANDRO COSTA,AC/2026AC10002544278_10017127477.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544283,IRINEIA BARBOSA GOMES AIELO,AC/2026AC10002544283_10017127458.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544283,IRINEIA BARBOSA GOMES AIELO,AC/2026AC10002544283_10017127459.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544284,ROGER CORREA DE OLIVEIRA,AC/2026AC10002544284_10017098214.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002544291,EDEN ALVES AZEVEDO,AC/2026AC10002544291_10017113079.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544535,MARTA DE FIGUEIREDO,AC/2026AC10002544535_10017136946.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002544595,ISAAC DA SILVA PIYÂKO,AC/2026AC10002544595_10017098213.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545230,LETICIA CRISTINE DA COSTA RIBEIRO,AC/2026AC10002545230_10017136945.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545647,RAIANE SOARES DO Ó DIAS,AC/2026AC10002545647_10017110265.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545651,CHARLENE MARIA DE LIMA,AC/2026AC10002545651_10017133274.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545651,CHARLENE MARIA DE LIMA,AC/2026AC10002545651_10017133275.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545651,CHARLENE MARIA DE LIMA,AC/2026AC10002545651_10017133276.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002545654,BENEDITO CAVALCANTE DAMASCENO,AC/2026AC10002545654_10017104797.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545654,BENEDITO CAVALCANTE DAMASCENO,AC/2026AC10002545654_10017104798.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545654,BENEDITO CAVALCANTE DAMASCENO,AC/2026AC10002545654_10017104799.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,0
2026,AC,10002545654,BENEDITO CAVALCANTE DAMASCENO,AC/2026AC10002545654_10017104800.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002545655,RAIMUNDO NONATO FERREIRA DA SILVA,AC/2026AC10002545655_10017102910.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545659,GIOVANNI BADY CASSEB,AC/2026AC10002545659_10017104850.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002545659,GIOVANNI BADY CASSEB,AC/2026AC10002545659_10017104851.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,inconclusive,0
2026,AC,10002545661,SERGIO LOPES DE SOUZA,AC/2026AC10002545661_10017104849.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545661,SERGIO LOPES DE SOUZA,AC/2026AC10002545661_10017129009.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545664,JOSÉ CARLOS MARTINEZ FEITOSA,AC/2026AC10002545664_10017101526.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545665,RISOMALIA DE PAULA SOUZA,AC/2026AC10002545665_10017108229.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002545666,MARCOS ALEXANDRE DOS ANJOS,AC/2026AC10002545666_10017103443.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002545667,AMANDA SOUZA DA COSTA,AC/2026AC10002545667_10017102586.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002545668,JOSE DE SOUZA ROCHA,AC/2026AC10002545668_10017069366.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017126085.2022.4.01.3000. objeto e pé.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128074. APn 1076. objeto e pé.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128075.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128076.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,2
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128077.2019.4.01.3000. objeto e pé.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128078. agosto.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002548046,GLADSON DE LIMA CAMELÍ,AC/2026AC10002548046_10017128079. APn 1232. objeto e pé.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129217.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,0
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129218.pdf.pdf,stage1_nano_screening,screened,not_selected,civil_only,0
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129219.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129220.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129221.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,inconclusive,0
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129222.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129223.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129224.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,1
2026,AC,10002548047,LIVIO VERAS,AC/2026AC10002548047_10017129225.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,positive_criminal,0
2026,AC,10002549500,EUDO RAFFAEL LIMA DA SILVA,AC/2026AC10002549500_10017098442.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002549501,CESAR AUGUSTO FELIX DA SILVA,AC/2026AC10002549501_10017091201.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002550650,ANA PAULA RODRIGUES FEITOSA DO NASCIMENTO,AC/2026AC10002550650_10017127924.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002550656,FLAVIA SOUSA DA SILVA,AC/2026AC10002550656_10017127577.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002550659,MARIA APARECIDA RIBEIRO DA SILVA,AC/2026AC10002550659_10017127470.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002550659,MARIA APARECIDA RIBEIRO DA SILVA,AC/2026AC10002550659_10017127471.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002550660,FABIO SANTOS DE SANTANA,AC/2026AC10002550660_10017126163.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002550662,ALDENIZA RODRIGUES DE LIMA,AC/2026AC10002550662_10017127566.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002550662,ALDENIZA RODRIGUES DE LIMA,AC/2026AC10002550662_10017127567.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
2026,AC,10002550662,ALDENIZA RODRIGUES DE LIMA,AC/2026AC10002550662_10017127568.pdf.pdf,stage2_mini,review_pending,evidence_checked_semantic_review_pending,negative_criminal,0
2026,AC,10002550667,ANTONIO ROSENIR SILVA ARCÊNIO,AC/2026AC10002550667_10017127565.pdf.pdf,stage1_nano_screening,screened,not_selected,negative_criminal,0
